City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
273,Bintulu,MY,2021-07-01 16:41:37,3.1667,113.0333,75.61,94,40,5.01
274,Oktyabrskiy,RU,2021-07-01 16:41:38,54.4815,53.471,70.21,72,62,3.85
275,Tasiilaq,GL,2021-07-01 16:41:38,65.6145,-37.6368,48.36,69,75,1.79
276,Mount Gambier,AU,2021-07-01 16:41:38,-37.8333,140.7667,48.11,81,100,12.66
277,Banjar,ID,2021-07-01 16:41:39,-8.19,114.9675,80.46,87,20,4.92
278,Chokurdakh,RU,2021-07-01 16:41:40,70.6333,147.9167,51.24,45,8,10.54
279,Hammerfest,NO,2021-07-01 16:41:40,70.6634,23.6821,55.85,71,0,12.66
280,Grand Gaube,MU,2021-07-01 16:41:41,-20.0064,57.6608,73.8,67,43,7.0
281,Brae,GB,2021-07-01 16:41:41,60.3964,-1.353,57.11,68,65,12.59
282,Diego De Almagro,CL,2021-07-01 16:41:41,-26.3667,-70.05,74.57,10,47,6.26
283,Meadow Lake,US,2021-07-01 16:41:42,34.8014,-106.5436,78.48,63,47,4.79
284,Esperance,AU,2021-07-01 16:41:42,-33.8667,121.9,49.84,69,98,8.59
285,Cockburn Town,TC,2021-07-01 16:41:42,21.4612,-71.1419,85.96,70,40,12.66
286,Ixtapa,MX,2021-07-01 16:41:43,20.7,-105.2,81.23,83,90,2.3
287,Shahr-E Babak,IR,2021-07-01 16:41:43,30.1165,55.1186,81.75,14,0,14.52
288,Kolokani,ML,2021-07-01 16:41:43,13.5728,-8.0339,100.85,21,58,11.1
289,Pafos,CY,2021-07-01 16:41:44,34.7667,32.4167,84.11,78,0,12.66
290,Faya,SA,2021-07-01 16:41:44,18.3851,42.4509,80.71,28,58,4.41
291,Poso,ID,2021-07-01 16:41:45,-1.3959,120.7524,76.84,80,97,3.4
292,Mountmellick,IE,2021-07-01 16:41:45,53.1136,-7.32,75.69,69,87,7.0
293,Amapa,BR,2021-07-01 16:41:45,1.0,-52.0,82.8,77,56,3.15
294,Anloga,GH,2021-07-01 16:41:46,5.7947,0.8973,86.22,76,96,14.54
295,Anori,BR,2021-07-01 16:41:46,-3.7728,-61.6442,84.69,43,45,3.78
296,Jetpur,IN,2021-07-01 16:41:47,21.7333,70.6167,89.56,64,72,16.02
297,Husavik,IS,2021-07-01 16:41:48,66.0449,-17.3389,66.11,78,87,9.06
298,Andenes,NO,2021-07-01 16:41:48,69.3143,16.1194,57.47,87,75,18.41
299,Broome,US,2021-07-01 16:41:48,42.2506,-75.833,75.9,82,75,1.01
300,Swellendam,ZA,2021-07-01 16:41:49,-34.0226,20.4417,57.58,80,65,5.1
301,Kargasok,RU,2021-07-01 16:41:49,59.0556,80.8572,61.03,70,49,9.57
302,Buala,SB,2021-07-01 16:41:51,-8.145,159.5921,79.23,85,68,9.95
303,Santa Vitoria Do Palmar,BR,2021-07-01 16:40:44,-33.5189,-53.3681,59.07,69,66,10.09
304,Camiri,BO,2021-07-01 16:41:51,-20.05,-63.5167,64.18,34,0,0.0
305,Nangomba,TZ,2021-07-01 16:41:51,-10.9,38.5,71.69,43,25,1.9
306,Snasa,NO,2021-07-01 16:41:52,64.2457,12.3778,76.41,37,5,3.33
307,Geraldton,AU,2021-07-01 16:41:52,-28.7667,114.6,50.41,87,2,8.05
308,Havre-Saint-Pierre,CA,2021-07-01 16:41:52,50.2334,-63.5986,59.36,67,90,6.91
309,Murray Bridge,AU,2021-07-01 16:41:53,-35.1167,139.2667,53.56,71,31,10.74
310,Erenhot,CN,2021-07-01 16:41:53,43.6475,111.9767,69.94,36,22,6.24
311,Iaciara,BR,2021-07-01 16:41:53,-14.0958,-46.6317,88.3,21,0,4.23
312,Elko,US,2021-07-01 16:41:53,41.0002,-115.5012,71.82,45,28,4.0
313,Taber,CA,2021-07-01 16:41:54,49.8167,-112.1518,85.84,46,0,5.75
314,Shiyan,CN,2021-07-01 16:41:54,32.6475,110.7781,74.95,87,100,1.32
315,Makat,KZ,2021-07-01 16:41:55,47.6469,53.3463,91.45,20,0,12.24
316,Phek,IN,2021-07-01 16:41:55,25.6667,94.5,61.12,98,100,1.52
317,Newburgh,US,2021-07-01 16:38:42,41.5034,-74.0104,81.5,62,75,8.05
318,Valley City,US,2021-07-01 16:41:56,46.9233,-98.0032,86.74,45,1,5.75
319,Northam,GB,2021-07-01 16:41:56,51.0333,-4.2167,70.92,86,68,9.26
320,Padang,ID,2021-07-01 16:41:56,-0.9492,100.3543,77.05,86,91,3.8
321,Port Hedland,AU,2021-07-01 16:41:57,-20.3167,118.5667,66.25,48,0,9.22
322,Tamiahua,MX,2021-07-01 16:41:57,21.2667,-97.45,84.65,65,99,9.93
323,Vangaindrano,MG,2021-07-01 16:41:58,-23.35,47.6,66.9,85,0,6.73
324,Penzance,GB,2021-07-01 16:41:58,50.1186,-5.5371,65.77,77,20,9.22
325,Tucuman,AR,2021-07-01 16:41:58,-26.8241,-65.2226,66.2,32,0,3.44
326,Port Hardy,CA,2021-07-01 16:41:59,50.6996,-127.4199,55.58,88,90,5.75
327,Ozernovskiy,RU,2021-07-01 16:41:59,51.5,156.5167,45.64,98,100,10.02
328,Yelets,RU,2021-07-01 16:42:00,52.6237,38.5017,68.11,86,12,7.56
329,Leningradskiy,RU,2021-07-01 16:42:00,69.3833,178.4167,34.81,79,10,6.22
330,Torbay,CA,2021-07-01 16:42:00,47.6666,-52.7314,47.75,98,90,14.97
331,Nome,US,2021-07-01 16:42:01,64.5011,-165.4064,55.47,77,90,17.27
332,Nurota,UZ,2021-07-01 16:42:02,40.5614,65.6886,93.29,25,52,7.43
333,Bolobo,CD,2021-07-01 16:42:02,-2.1667,16.2333,84.16,38,9,0.81
334,Tolaga Bay,NZ,2021-07-01 16:42:02,-38.3667,178.3,50.27,78,100,4.63
335,Dzhebariki-Khaya,RU,2021-07-01 16:42:03,62.2167,135.8,63.14,50,79,2.21
336,Karratha,AU,2021-07-01 16:42:03,-20.7377,116.8463,72.16,51,0,7.58
337,Baiao,BR,2021-07-01 16:41:21,-2.7906,-49.6717,93.67,39,7,3.15
338,Rizal,PH,2021-07-01 16:42:04,15.7118,121.1061,75.83,94,100,4.12
339,Kirkuk,IQ,2021-07-01 16:42:06,35.4681,44.3922,102.09,8,0,5.79
340,Pitimbu,BR,2021-07-01 16:42:06,-7.4706,-34.8086,84.79,78,98,12.19
341,Prokopyevsk,RU,2021-07-01 16:42:06,53.9059,86.719,52.81,78,100,6.31
342,Pevek,RU,2021-07-01 16:42:07,69.7008,170.3133,33.94,88,23,9.89
343,Pierre,US,2021-07-01 16:42:07,44.3683,-100.351,93.99,45,1,9.22
344,Kieta,PG,2021-07-01 16:42:07,-6.2167,155.6333,77.85,86,100,4.74
345,Vardo,NO,2021-07-01 16:42:08,70.3705,31.1107,70.0,71,0,3.44
346,Broken Hill,AU,2021-07-01 16:42:08,-31.95,141.4333,49.71,57,0,8.05
347,Rafaela,AR,2021-07-01 16:42:08,-31.2503,-61.4867,64.06,38,47,8.01
348,Birjand,IR,2021-07-01 16:42:09,32.8663,59.2211,86.47,11,20,11.5
349,Surt,LY,2021-07-01 16:39:02,31.2089,16.5887,92.08,34,0,10.51
350,Awjilah,LY,2021-07-01 16:42:09,29.1081,21.2869,104.09,11,0,8.93
351,Kendari,ID,2021-07-01 16:42:09,-3.945,122.4989,72.66,97,100,3.69
352,Roald,NO,2021-07-01 16:42:10,62.5833,6.1333,81.1,68,0,6.91
353,Lienz,AT,2021-07-01 16:42:10,46.8289,12.769,72.91,62,76,5.3
354,Bloomfield,US,2021-07-01 16:37:45,40.8068,-74.1854,86.99,70,90,1.99
355,Ibirama,BR,2021-07-01 16:42:11,-27.0569,-49.5178,66.83,58,48,3.76
356,Provideniya,RU,2021-07-01 16:42:11,64.3833,-173.3,41.11,90,100,19.26
357,Estelle,US,2021-07-01 16:42:12,29.8458,-90.1067,89.01,65,75,5.01
358,Lebane,RS,2021-07-01 16:42:12,42.9239,21.7375,84.72,61,54,2.21
359,Severnoye,RU,2021-07-01 16:42:12,56.3491,78.3619,63.88,87,72,4.9
360,Kiunga,PG,2021-07-01 16:42:13,-6.1219,141.2906,72.1,100,66,2.06
361,San Patricio,US,2021-07-01 16:42:13,28.017,-97.5169,87.87,61,31,5.26
362,Hervey Bay,AU,2021-07-01 16:42:13,-25.2986,152.8535,68.04,93,99,1.01
363,Salalah,OM,2021-07-01 16:42:13,17.0151,54.0924,82.49,83,75,6.91
364,Changping,CN,2021-07-01 16:38:16,40.2186,116.2197,69.96,92,69,4.0
365,Ngunguru,NZ,2021-07-01 16:42:14,-35.6167,174.5,48.16,70,57,18.1
366,Amazar,RU,2021-07-01 16:42:14,53.858,120.875,53.55,85,57,3.91
367,Beboto,TD,2021-07-01 16:42:15,8.2668,16.939,83.73,56,42,4.43
368,Vostok,RU,2021-07-01 16:42:15,46.4856,135.8833,55.15,91,100,3.42
369,Petrolina De Goias,BR,2021-07-01 16:42:15,-16.095,-49.3381,78.96,23,0,5.14
370,Suba,PH,2021-07-01 16:42:16,10.8438,121.0102,84.42,72,100,5.97
371,Korla,CN,2021-07-01 16:42:16,41.7597,86.1469,83.52,19,0,1.95
372,Hami,CN,2021-07-01 16:39:08,42.8,93.45,83.17,20,2,8.55
373,Hwange,ZW,2021-07-01 16:42:17,-18.3693,26.5019,70.18,26,3,0.76
374,Monte Alegre,BR,2021-07-01 16:42:17,-2.0078,-54.0692,89.37,45,71,0.47
375,Cayenne,GF,2021-07-01 16:42:17,4.9333,-52.3333,91.44,70,40,4.0
376,Bubaque,GW,2021-07-01 16:42:18,11.2833,-15.8333,80.64,78,96,5.35
377,Lefka,CY,2021-07-01 16:42:18,35.1106,32.8506,96.75,47,0,7.94
378,Itaituba,BR,2021-07-01 16:42:18,-4.2761,-55.9836,87.96,58,20,0.16
379,Kahta,TR,2021-07-01 16:42:19,37.7855,38.6237,96.17,18,22,4.47
380,Povoa De Varzim,PT,2021-07-01 16:42:19,41.3834,-8.7636,79.23,82,0,10.36
381,Ouegoa,NC,2021-07-01 16:42:19,-20.35,164.4333,69.71,74,79,15.52
382,Makakilo City,US,2021-07-01 16:42:20,21.3469,-158.0858,75.56,74,1,4.61
383,Kraskino,RU,2021-07-01 16:42:20,42.7114,130.7794,60.75,98,100,8.23
384,Eyl,SO,2021-07-01 16:42:20,7.9803,49.8164,79.99,66,29,27.92
385,Ulaangom,MN,2021-07-01 16:42:21,49.9811,92.0667,61.3,64,94,6.6
386,Horve,DK,2021-07-01 16:42:21,55.7529,11.453,64.22,84,64,13.71
387,Staraya Poltavka,RU,2021-07-01 16:42:21,50.4772,46.4814,67.48,81,57,0.94
388,Mahon,ES,2021-07-01 16:42:22,39.8885,4.2658,79.36,65,0,10.36
389,Alice Springs,AU,2021-07-01 16:42:22,-23.7,133.8833,40.55,70,0,4.61
390,Placido De Castro,BR,2021-07-01 16:42:22,-10.3353,-67.1856,80.96,25,5,3.18
391,Fort Nelson,CA,2021-07-01 16:41:14,58.8053,-122.7002,63.99,94,90,4.61
392,Zaragoza,ES,2021-07-01 16:39:37,41.6561,-0.8773,94.44,28,0,1.99
393,Yenagoa,NG,2021-07-01 16:42:23,4.9247,6.2642,78.04,87,99,4.38
394,Taoudenni,ML,2021-07-01 16:42:23,22.6783,-3.9836,113.77,9,22,6.15
395,Rapid Valley,US,2021-07-01 16:42:23,44.0625,-103.1463,85.57,53,1,12.66
396,Viedma,AR,2021-07-01 16:42:24,-40.8135,-62.9967,58.75,37,5,17.25
397,Taylorville,US,2021-07-01 16:42:24,39.5489,-89.2945,80.92,73,40,4.61
398,Touros,BR,2021-07-01 16:42:24,-5.1989,-35.4608,83.3,71,91,15.66
399,Ouesso,CG,2021-07-01 16:42:25,1.6136,16.0517,81.16,56,82,0.65
400,Tateyama,JP,2021-07-01 16:42:25,34.9833,139.8667,71.1,94,75,3.44
401,Russell,US,2021-07-01 16:42:25,32.3502,-85.1999,84.79,61,40,0.0
402,Rzhanitsa,RU,2021-07-01 16:42:26,53.4284,33.923,79.25,77,11,4.56
403,Jinchang,CN,2021-07-01 16:42:26,38.4953,102.1739,61.74,62,100,16.4
404,Silistea,RO,2021-07-01 16:42:26,44.3833,25.35,83.68,80,40,10.89
405,Ostrovnoy,RU,2021-07-01 16:42:27,68.0531,39.5131,63.1,49,7,9.22
406,Calabozo,VE,2021-07-01 16:42:27,8.9242,-67.4293,82.83,65,91,9.62
407,Diu,IN,2021-07-01 16:42:27,20.7141,70.9822,83.77,78,99,16.89
408,Tambura,SS,2021-07-01 16:42:28,5.6,27.4667,73.89,74,75,2.13
409,Stornoway,GB,2021-07-01 16:42:28,58.2093,-6.3865,57.16,82,20,13.8
410,Luanda,AO,2021-07-01 16:42:01,-8.8368,13.2343,72.36,85,100,17.47
411,Kisangani,CD,2021-07-01 16:42:28,0.5167,25.2,79.34,57,50,1.66
412,Kenora,CA,2021-07-01 16:42:29,49.8167,-94.4337,77.97,38,75,4.61
413,Cabo San Lucas,MX,2021-07-01 16:40:01,22.8909,-109.9124,85.6,69,7,1.01
414,Raga,SS,2021-07-01 16:42:29,8.4596,25.678,69.98,92,82,3.89
415,Abu Dhabi,AE,2021-07-01 16:42:16,24.4667,54.3667,96.82,41,0,3.44
416,Bhinga,IN,2021-07-01 16:42:29,27.7167,81.9333,88.45,71,100,14.52
417,Moron,AR,2021-07-01 16:38:26,-34.6534,-58.6198,52.97,85,85,9.06
418,Flinders,AU,2021-07-01 16:42:30,-34.5833,150.8552,54.25,92,79,1.01
419,Chuy,UY,2021-07-01 16:42:30,-33.6971,-53.4616,58.39,71,68,10.4
420,Saint Anthony,US,2021-07-01 16:42:31,45.0205,-93.218,86.86,53,1,1.99
421,Harindanga,IN,2021-07-01 16:42:31,22.0383,88.3214,78.78,78,100,17.81
422,Tombouctou,ML,2021-07-01 16:42:31,20.0,-3.0,107.56,13,54,6.24
423,Dar Es Salaam,TZ,2021-07-01 16:38:49,-6.8235,39.2695,74.82,75,94,9.51
424,Port Macquarie,AU,2021-07-01 16:42:32,-31.4333,152.9167,58.89,100,90,8.05
425,Dhidhdhoo,MV,2021-07-01 16:42:32,6.8833,73.1,82.54,77,64,16.2
426,Gizo,SB,2021-07-01 16:42:32,-8.103,156.8419,80.58,77,77,6.04
427,Bonthe,SL,2021-07-01 16:42:33,7.5264,-12.505,79.05,79,100,9.01
428,Pyapon,MM,2021-07-01 16:42:33,16.2833,95.6833,78.87,89,100,4.43
429,Lodja,CD,2021-07-01 16:42:33,-3.4833,23.4333,84.16,31,74,2.46
430,Lincoln,US,2021-07-01 16:41:11,40.8,-96.667,83.86,50,1,3.0
431,Launceston,AU,2021-07-01 16:42:34,-41.45,147.1667,52.61,86,90,1.99
432,Teya,RU,2021-07-01 16:42:34,60.3778,92.6267,50.32,80,70,3.29
433,Cape Canaveral,US,2021-07-01 16:42:35,28.4058,-80.6048,87.04,78,1,14.97
434,Kamenka,RU,2021-07-01 16:42:35,51.3223,42.7678,68.45,79,30,4.97
435,Moyo,UG,2021-07-01 16:42:35,3.6609,31.7247,72.05,63,86,3.42
436,Atambua,ID,2021-07-01 16:42:36,-9.1061,124.8925,69.89,88,30,5.99
437,Mandalgovi,MN,2021-07-01 16:42:36,45.7625,106.2708,52.21,76,40,11.68
438,Vengerovo,RU,2021-07-01 16:42:36,55.6848,76.7471,68.61,80,96,6.51
439,Hovd,MN,2021-07-01 16:42:37,48.0056,91.6419,63.45,48,100,10.47
440,Forssa,FI,2021-07-01 16:42:37,60.8146,23.6215,75.42,48,76,4.99
441,Coquimbo,CL,2021-07-01 16:42:37,-29.9533,-71.3436,51.53,81,75,2.3
442,Phan Thiet,VN,2021-07-01 16:42:38,10.9333,108.1,78.55,90,37,5.41
443,Haines Junction,CA,2021-07-01 16:42:38,60.7522,-137.5108,57.15,62,1,1.14
444,Sola,VU,2021-07-01 16:42:38,-13.8833,167.55,78.21,74,75,26.37
445,Oyama,JP,2021-07-01 16:42:39,36.3,139.8,70.83,96,100,2.55
446,Kadaya,RU,2021-07-01 16:42:39,50.9327,119.2911,55.2,85,100,4.79
447,Tilaran,CR,2021-07-01 16:42:40,10.4703,-84.9671,76.71,70,100,5.37
448,Umm Lajj,SA,2021-07-01 16:42:40,25.0213,37.2685,87.12,62,0,8.19
449,Alyangula,AU,2021-07-01 16:42:40,-13.8483,136.4192,71.47,94,3,3.44
450,Muli,MV,2021-07-01 16:42:41,2.9167,73.5667,82.45,77,64,13.98
451,Sao Miguel Do Araguaia,BR,2021-07-01 16:42:41,-13.275,-50.1628,91.51,19,0,5.59
452,Puerto Montt,CL,2021-07-01 16:40:55,-41.4698,-72.9447,49.03,87,40,2.3
453,Manakara,MG,2021-07-01 16:42:41,-22.1333,48.0167,67.42,84,0,6.44
454,Balkhash,KZ,2021-07-01 16:42:42,46.844,74.9804,80.22,35,7,3.11
455,Coffs Harbour,AU,2021-07-01 16:42:42,-30.3,153.1333,61.12,96,75,8.05
456,Nanortalik,GL,2021-07-01 16:42:42,60.1432,-45.2371,44.24,81,100,2.91
457,Baghdad,IQ,2021-07-01 16:38:20,33.3406,44.4009,109.31,14,0,0.0
458,Magdalena,PH,2021-07-01 16:42:43,14.1999,121.429,81.72,93,99,0.85
459,Nhulunbuy,AU,2021-07-01 16:42:43,-12.2333,136.7667,75.81,88,40,8.05
460,Simao,CN,2021-07-01 16:42:43,22.7886,100.9748,65.93,100,100,2.13
461,Kibuye,RW,2021-07-01 16:42:44,-2.0597,29.3482,68.31,67,83,1.79
462,Berdychiv,UA,2021-07-01 16:42:44,49.8993,28.6024,66.47,96,88,8.75
463,Ewa Beach,US,2021-07-01 16:42:44,21.3156,-158.0072,76.98,73,1,8.99
464,Pasni,PK,2021-07-01 16:42:45,25.2631,63.471,83.41,88,14,8.08
465,Rosa Zarate,EC,2021-07-01 16:42:45,0.3333,-79.4667,83.98,66,83,2.86
466,Opuwo,NA,2021-07-01 16:42:45,-18.0607,13.84,69.35,18,0,7.92
467,Arman,RU,2021-07-01 16:42:46,59.7,150.1667,52.88,92,100,4.9
468,Tuatapere,NZ,2021-07-01 16:42:46,-46.1333,167.6833,32.83,92,38,3.78
469,Nakamura,JP,2021-07-01 16:42:46,32.9833,132.9333,74.66,99,100,3.78
470,Sayyan,YE,2021-07-01 16:42:47,15.1718,44.3244,71.19,19,40,10.6
471,Cambridge,CA,2021-07-01 16:42:00,43.3601,-80.3127,78.98,65,40,1.01
472,Gat,IL,2021-07-01 16:42:47,31.61,34.7642,89.4,43,0,6.64
473,Wodonga,AU,2021-07-01 16:42:47,-36.1167,146.8833,48.96,97,90,0.0
474,Manyana,BW,2021-07-01 16:42:48,-23.4,21.7167,57.94,20,0,7.76
475,Talcahuano,CL,2021-07-01 16:42:48,-36.7167,-73.1167,55.08,94,75,4.61
476,Lockhart,US,2021-07-01 16:42:49,28.6194,-81.4426,89.19,83,75,4.0
477,Tarko-Sale,RU,2021-07-01 16:42:49,64.9225,77.785,61.39,89,83,24.45
478,Banda Aceh,ID,2021-07-01 16:42:49,5.5577,95.3222,80.62,79,36,3.87
479,Westport,US,2021-07-01 16:38:22,41.1415,-73.3579,87.1,77,40,1.99
480,Nelson Bay,AU,2021-07-01 16:42:50,-32.7167,152.15,57.11,95,100,1.99
481,Kralendijk,BQ,2021-07-01 16:42:50,12.15,-68.2667,87.78,70,75,13.8
482,Wad Rawah,SD,2021-07-01 16:42:51,15.1603,33.1397,94.08,33,56,9.95
483,Itarema,BR,2021-07-01 16:42:51,-2.9248,-39.9167,84.22,65,69,15.37
484,Totma,RU,2021-07-01 16:42:51,59.9747,42.7642,61.36,81,99,8.16
485,Honningsvag,NO,2021-07-01 16:42:52,70.9821,25.9704,56.73,76,20,31.07
486,Amurzet,RU,2021-07-01 16:42:52,47.6967,131.0981,59.94,97,100,14.07
487,Vila Velha,BR,2021-07-01 16:42:45,-20.3297,-40.2925,73.96,55,0,16.11
488,Nova Olimpia,BR,2021-07-01 16:42:52,-14.7972,-57.2881,82.87,13,0,3.18
489,At-Bashi,KG,2021-07-01 16:42:53,41.1702,75.8106,55.99,81,98,1.52
490,Gwanda,ZW,2021-07-01 16:42:53,-20.9333,29.0,65.97,21,5,4.63
491,Leon,MX,2021-07-01 16:42:53,21.1167,-101.6667,71.65,55,76,5.12
492,Oltu,TR,2021-07-01 16:42:54,40.5498,42.0013,69.58,70,2,5.61
493,Colac,AU,2021-07-01 16:42:54,-38.3333,143.5833,52.18,92,99,6.31
494,Zhezkazgan,KZ,2021-07-01 16:42:54,47.8043,67.7144,92.17,15,78,9.28
495,Sibolga,ID,2021-07-01 16:42:55,1.7427,98.7792,77.22,87,55,3.04
496,Krasnovishersk,RU,2021-07-01 16:42:55,60.4078,57.082,65.89,97,95,3.4
497,Springfield,US,2021-07-01 16:42:55,37.2153,-93.2982,82.53,89,75,4.0
498,Astana,KZ,2021-07-01 16:42:56,51.1801,71.446,73.35,49,0,11.18
499,Xuzhou,CN,2021-07-01 16:42:56,34.1805,117.1571,79.2,67,98,7.85
500,Cozumel,MX,2021-07-01 16:42:56,20.5083,-86.9458,84.18,86,75,7.0
501,Bloemfontein,ZA,2021-07-01 16:42:57,-29.1211,26.214,51.28,40,0,4.61
502,Gbadolite,CD,2021-07-01 16:42:57,4.2833,21.0167,73.15,83,52,1.03
503,Kautokeino,NO,2021-07-01 16:42:58,69.0125,23.0412,69.1,43,18,14.38
504,Mutis,CO,2021-07-01 16:43:01,6.2262,-77.4044,80.31,77,100,3.15
505,Mrakovo,RU,2021-07-01 16:43:02,52.7161,56.6244,71.83,83,68,3.44
506,Barcelos,PT,2021-07-01 16:43:02,41.5388,-8.6151,85.28,51,83,7.63
507,Dicabisagan,PH,2021-07-01 16:43:02,17.0818,122.4157,79.74,89,99,2.35
508,Vila Franca Do Campo,PT,2021-07-01 16:43:03,37.7167,-25.4333,70.21,70,27,14.41
509,Mushie,CD,2021-07-01 16:43:03,-3.0167,16.9,86.88,30,16,2.44
510,Oborniki,PL,2021-07-01 16:43:03,52.6474,16.8141,70.32,76,69,12.03
511,Mogadishu,SO,2021-07-01 16:43:04,2.0371,45.3438,77.77,83,35,19.06
512,Antalaha,MG,2021-07-01 16:43:04,-14.9003,50.2788,69.58,80,100,8.72
513,Brainerd,US,2021-07-01 16:43:05,46.358,-94.2008,79.23,53,1,9.22
514,Skala,PL,2021-07-01 16:43:05,50.2305,19.8536,71.06,74,40,5.75
515,Grindavik,IS,2021-07-01 16:43:05,63.8424,-22.4338,55.87,71,75,6.91
516,Matay,EG,2021-07-01 16:43:06,28.419,30.7792,98.31,15,0,8.63
517,Langsa,ID,2021-07-01 16:43:06,4.4683,97.9683,74.93,91,65,1.81
518,Porto Nacional,BR,2021-07-01 16:43:07,-10.7081,-48.4172,89.6,22,17,7.72
519,Bolivar,US,2021-07-01 16:43:07,37.6145,-93.4105,82.8,90,95,3.0
520,San Cristobal,VE,2021-07-01 16:43:07,7.7669,-72.225,82.58,52,89,7.43
521,Mon,IN,2021-07-01 16:43:08,26.75,95.1,71.51,98,100,3.4
522,Impfondo,CG,2021-07-01 16:43:08,1.6381,18.0667,80.19,59,58,1.88
523,Misratah,LY,2021-07-01 16:41:03,32.3754,15.0925,92.68,42,0,8.16
524,Parabel,RU,2021-07-01 16:43:09,58.6978,81.4825,59.67,65,44,7.94
525,Mariental,NA,2021-07-01 16:43:09,-24.6333,17.9667,61.02,18,2,8.81
526,Skibotn,NO,2021-07-01 16:43:09,69.3913,20.2679,64.4,49,66,6.02
527,Petropavlovsk-Kamchatskiy,RU,2021-07-01 16:43:09,53.0452,158.6483,48.79,81,0,6.71
528,Inhambane,MZ,2021-07-01 16:43:10,-23.865,35.3833,73.38,88,0,9.22
529,Tautira,PF,2021-07-01 16:43:10,-17.7333,-149.15,75.22,69,83,21.43
530,Otradnoye,RU,2021-07-01 16:43:10,59.7775,30.8181,73.45,58,51,6.98
531,Sioux Lookout,CA,2021-07-01 16:43:11,50.1001,-91.917,71.98,56,40,4.61
532,Potsdam,DE,2021-07-01 16:43:11,52.3989,13.0657,64.06,93,100,3.0
533,Anjozorobe,MG,2021-07-01 16:43:11,-18.4,47.8667,55.72,97,11,4.34
534,Boysun,UZ,2021-07-01 16:43:12,38.2061,67.1986,79.32,21,30,8.81
535,Nishihara,JP,2021-07-01 16:43:12,26.1842,127.7558,80.26,100,75,10.36
536,Ribeira Brava,PT,2021-07-01 16:43:12,32.65,-17.0667,77.0,77,16,2.39
537,Kalmunai,LK,2021-07-01 16:43:13,7.4167,81.8167,79.84,79,88,15.12
538,Alanya,TR,2021-07-01 16:43:13,36.5438,31.9998,86.13,51,0,2.93
539,Puerto Carreno,CO,2021-07-01 16:43:13,6.189,-67.4859,77.4,74,74,14.97
540,Gobabis,NA,2021-07-01 16:43:14,-22.45,18.9667,59.76,16,0,10.69
541,Tamale,GH,2021-07-01 16:43:14,9.4008,-0.8393,91.11,46,78,2.53
542,Bytow,PL,2021-07-01 16:43:14,54.1706,17.4919,73.51,80,87,10.96
543,Menongue,AO,2021-07-01 16:43:15,-14.6585,17.691,65.28,18,7,4.68
544,Sao Joao Da Barra,BR,2021-07-01 16:43:15,-21.6403,-41.0511,73.49,53,1,9.24
545,Loralai,PK,2021-07-01 16:43:15,30.3705,68.598,87.19,13,3,9.35
546,Gao,ML,2021-07-01 16:43:16,16.6362,1.637,107.76,10,30,4.97
547,Vung Tau,VN,2021-07-01 16:43:16,10.346,107.0843,83.39,81,68,15.12
548,Charters Towers,AU,2021-07-01 16:43:16,-20.1,146.2667,63.39,91,77,5.28
